beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
81,Nordic Vodka Cocktail 81,Cocktail,Cocktail,Intermediate,16,23,,"vodka:57g,tonic water:41ml,orange juice:122ml,cucumber:163g,basil:2g",Prepare the glassware for the nordic vodka cocktail 81|Combine vodka with tonic water and orange juice|Add cucumber and basil and mix until balanced|Finish using a serving glass|Serve the nordic vodka cocktail 81 immediately
82,Global Sparkling Water Mocktail 82,Mocktail,Mocktail,Beginner,15,22,Stove,"sparkling water:186ml,lime juice:57ml,honey:5g,pomegranate:59g,mango:117g",Prepare the glassware for the global sparkling water mocktail 82|Combine sparkling water with lime juice and honey|Add pomegranate and mango and mix until balanced|Finish using Stove|Serve the global sparkling water mocktail 82 immediately
83,Latin Cold Brew Coffee Coffee 83,Coffee,Coffee,Intermediate,6,11,Espresso Machine,"cold brew coffee:106ml,water:148ml,condensed milk:177ml,vanilla syrup:269ml,cocoa:6g",Prepare the glassware for the latin cold brew coffee coffee 83|Combine cold brew coffee with water and condensed milk|Add vanilla syrup and cocoa and mix until balanced|Finish using Espresso Machine|Serve the latin cold brew coffee coffee 83 immediately
84,Moroccan Matcha Powder Tea 84,Tea,Tea,Intermediate,16,20,Stove,"matcha powder:15g,milk:116ml,honey:82g,orange peel:84g,ice:28g",Prepare the glassware for the moroccan matcha powder tea 84|Combine matcha powder with milk and honey|Add orange peel and ice and mix until balanced|Finish using Stove|Serve the moroccan matcha powder tea 84 immediately
85,Mediterranean Coconut Water Smoothie 85,Smoothie,Smoothie,Beginner,12,15,Blender,"coconut water:83ml,berries:175g,oats:47g,chia seeds:20g,honey:15g",Prepare the glassware for the mediterranean coconut water smoothie 85|Combine coconut water with berries and oats|Add chia seeds and honey and mix until balanced|Finish using Blender|Serve the mediterranean coconut water smoothie 85 immediately
86,Latin Vodka Cocktail 86,Cocktail,Cocktail,Beginner,13,21,"Blender,Stove","vodka:34g,lemon juice:229ml,lime juice:271ml,cucumber:99g,berry syrup:221ml","Prepare the glassware for the latin vodka cocktail 86|Combine vodka with lemon juice and lime juice|Add cucumber and berry syrup and mix until balanced|Finish using Blender, Stove|Serve the latin vodka cocktail 86 immediately"
87,European Orange Juice Mocktail 87,Mocktail,Mocktail,Beginner,18,30,Blender,"orange juice:69ml,lime juice:143ml,rose syrup:101ml,mango:150g,basil:16g",Prepare the glassware for the european orange juice mocktail 87|Combine orange juice with lime juice and rose syrup|Add mango and basil and mix until balanced|Finish using Blender|Serve the european orange juice mocktail 87 immediately
88,Italian Espresso Coffee 88,Coffee,Coffee,Intermediate,16,30,Espresso Machine,"espresso:134ml,water:265ml,milk:155ml,cocoa:4g,brown sugar:8g",Prepare the glassware for the italian espresso coffee 88|Combine espresso with water and milk|Add cocoa and brown sugar and mix until balanced|Finish using Espresso Machine|Serve the italian espresso coffee 88 immediately
89,Japanese Black Tea Tea 89,Tea,Tea,Beginner,16,21,Stove,"black tea:21ml,honey:32g,lemon juice:165ml,ice:23g,cinnamon:17g",Prepare the glassware for the japanese black tea tea 89|Combine black tea with honey and lemon juice|Add ice and cinnamon and mix until balanced|Finish using Stove|Serve the japanese black tea tea 89 immediately
90,Mediterranean Milk Smoothie 90,Smoothie,Smoothie,Beginner,6,7,Blender,"milk:122ml,berries:126g,mango:207g,peanut butter:29g,chia seeds:6g",Prepare the glassware for the mediterranean milk smoothie 90|Combine milk with berries and mango|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 90 immediately
91,Mediterranean Vodka Cocktail 91,Cocktail,Cocktail,Intermediate,20,22,"Blender,Stove","vodka:45g,lime juice:74ml,lemon juice:261ml,passion fruit:84g,cucumber:135g","Prepare the glassware for the mediterranean vodka cocktail 91|Combine vodka with lime juice and lemon juice|Add passion fruit and cucumber and mix until balanced|Finish using Blender, Stove|Serve the mediterranean vodka cocktail 91 immediately"
92,Caribbean Apple Juice Mocktail 92,Mocktail,Mocktail,Beginner,16,28,Stove,"apple juice:99ml,rose syrup:226ml,lemon juice:179ml,watermelon:197ml,basil:12g",Prepare the glassware for the caribbean apple juice mocktail 92|Combine apple juice with rose syrup and lemon juice|Add watermelon and basil and mix until balanced|Finish using Stove|Serve the caribbean apple juice mocktail 92 immediately
93,Latin Drip Coffee Coffee 93,Coffee,Coffee,Intermediate,11,15,Espresso Machine,"drip coffee:125ml,milk:103ml,water:294ml,brown sugar:21g,ice:194g",Prepare the glassware for the latin drip coffee coffee 93|Combine drip coffee with milk and water|Add brown sugar and ice and mix until balanced|Finish using Espresso Machine|Serve the latin drip coffee coffee 93 immediately
94,Indian Oolong Tea Tea 94,Tea,Tea,Beginner,13,26,,"oolong tea:246ml,hot water:174ml,mint:10g,orange peel:73g,ice:47g",Prepare the glassware for the indian oolong tea tea 94|Combine oolong tea with hot water and mint|Add orange peel and ice and mix until balanced|Finish using a serving glass|Serve the indian oolong tea tea 94 immediately
95,American Almond Milk Smoothie 95,Smoothie,Smoothie,Intermediate,7,21,Blender,"almond milk:205ml,spinach:55g,berries:95g,ginger:16g,cocoa:7g",Prepare the glassware for the american almond milk smoothie 95|Combine almond milk with spinach and berries|Add ginger and cocoa and mix until balanced|Finish using Blender|Serve the american almond milk smoothie 95 immediately
96,Asian Rum Cocktail 96,Cocktail,Cocktail,Pro,6,12,,"rum:87g,orange juice:213ml,ginger beer:14g,mint:9g,basil:3g",Prepare the glassware for the asian rum cocktail 96|Combine rum with orange juice and ginger beer|Add mint and basil and mix until balanced|Finish using a serving glass|Serve the asian rum cocktail 96 immediately
97,Middle Eastern Sparkling Water Mocktail 97,Mocktail,Mocktail,Beginner,18,31,Stove,"sparkling water:43ml,honey:48g,rose syrup:20ml,strawberry:30g,basil:17g",Prepare the glassware for the middle eastern sparkling water mocktail 97|Combine sparkling water with honey and rose syrup|Add strawberry and basil and mix until balanced|Finish using Stove|Serve the middle eastern sparkling water mocktail 97 immediately
98,Global Espresso Coffee 98,Coffee,Coffee,Intermediate,7,8,,"espresso:96ml,almond milk:221ml,oat milk:83ml,vanilla syrup:221ml,cardamom:11g",Prepare the glassware for the global espresso coffee 98|Combine espresso with almond milk and oat milk|Add vanilla syrup and cardamom and mix until balanced|Finish using a serving glass|Serve the global espresso coffee 98 immediately
99,Indian Green Tea Tea 99,Tea,Tea,Beginner,7,22,Blender,"green tea:51ml,lemon juice:131ml,mint:15g,ginger:5g,rose petals:50g",Prepare the glassware for the indian green tea tea 99|Combine green tea with lemon juice and mint|Add ginger and rose petals and mix until balanced|Finish using Blender|Serve the indian green tea tea 99 immediately
100,American Yogurt Smoothie 100,Smoothie,Smoothie,Intermediate,14,22,Blender,"yogurt:70g,pineapple:197g,oats:35g,peanut butter:31g,chia seeds:7g",Prepare the glassware for the american yogurt smoothie 100|Combine yogurt with pineapple and oats|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the american yogurt smoothie 100 immediately
101,Tropical Tequila Cocktail 101,Cocktail,Cocktail,Beginner,5,13,,"tequila:69g,soda water:95ml,tonic water:296ml,berry syrup:118ml,pineapple:63g",Prepare the glassware for the tropical tequila cocktail 101|Combine tequila with soda water and tonic water|Add berry syrup and pineapple and mix until balanced|Finish using a serving glass|Serve the tropical tequila cocktail 101 immediately
102,Indian Apple Juice Mocktail 102,Mocktail,Mocktail,Beginner,7,10,Blender,"apple juice:106ml,lemon juice:45ml,lime juice:197ml,strawberry:64g,basil:2g",Prepare the glassware for the indian apple juice mocktail 102|Combine apple juice with lemon juice and lime juice|Add strawberry and basil and mix until balanced|Finish using Blender|Serve the indian apple juice mocktail 102 immediately
103,Italian Instant Coffee Coffee 103,Coffee,Coffee,Beginner,14,28,Espresso Machine,"instant coffee:234ml,almond milk:59ml,condensed milk:121ml,cardamom:16g,ice:131g",Prepare the glassware for the italian instant coffee coffee 103|Combine instant coffee with almond milk and condensed milk|Add cardamom and ice and mix until balanced|Finish using Espresso Machine|Serve the italian instant coffee coffee 103 immediately
104,Chinese Green Tea Tea 104,Tea,Tea,Beginner,18,27,,"green tea:102ml,lemon juice:141ml,milk:257ml,ice:104g,cardamom:19g",Prepare the glassware for the chinese green tea tea 104|Combine green tea with lemon juice and milk|Add ice and cardamom and mix until balanced|Finish using a serving glass|Serve the chinese green tea tea 104 immediately
105,Tropical Yogurt Smoothie 105,Smoothie,Smoothie,Beginner,8,14,Blender,"yogurt:42g,berries:36g,spinach:51g,ginger:11g,cocoa:16g",Prepare the glassware for the tropical yogurt smoothie 105|Combine yogurt with berries and spinach|Add ginger and cocoa and mix until balanced|Finish using Blender|Serve the tropical yogurt smoothie 105 immediately
106,Tropical Whiskey Cocktail 106,Cocktail,Cocktail,Pro,5,19,,"whiskey:86g,lime juice:225ml,orange juice:130ml,basil:9g,cucumber:219g",Prepare the glassware for the tropical whiskey cocktail 106|Combine whiskey with lime juice and orange juice|Add basil and cucumber and mix until balanced|Finish using a serving glass|Serve the tropical whiskey cocktail 106 immediately
107,Caribbean Sparkling Water Mocktail 107,Mocktail,Mocktail,Intermediate,13,25,,"sparkling water:226ml,mint:3g,ginger:7g,mango:200g,cucumber:207g",Prepare the glassware for the caribbean sparkling water mocktail 107|Combine sparkling water with mint and ginger|Add mango and cucumber and mix until balanced|Finish using a serving glass|Serve the caribbean sparkling water mocktail 107 immediately
108,Italian Espresso Coffee 108,Coffee,Coffee,Beginner,13,21,Espresso Machine,"espresso:187ml,milk:61ml,condensed milk:138ml,ice:215g,brown sugar:24g",Prepare the glassware for the italian espresso coffee 108|Combine espresso with milk and condensed milk|Add ice and brown sugar and mix until balanced|Finish using Espresso Machine|Serve the italian espresso coffee 108 immediately
109,Indian Green Tea Tea 109,Tea,Tea,Beginner,9,14,Blender,"green tea:23ml,lemon juice:24ml,hot water:113ml,cinnamon:17g,ginger:3g",Prepare the glassware for the indian green tea tea 109|Combine green tea with lemon juice and hot water|Add cinnamon and ginger and mix until balanced|Finish using Blender|Serve the indian green tea tea 109 immediately
110,African Coconut Water Smoothie 110,Smoothie,Smoothie,Beginner,18,26,Blender,"coconut water:68ml,berries:69g,mango:107g,chia seeds:13g,ginger:3g",Prepare the glassware for the african coconut water smoothie 110|Combine coconut water with berries and mango|Add chia seeds and ginger and mix until balanced|Finish using Blender|Serve the african coconut water smoothie 110 immediately
111,Mediterranean Vodka Cocktail 111,Cocktail,Cocktail,Intermediate,5,18,,"vodka:65g,soda water:215ml,lemon juice:194ml,pineapple:182g,mint:12g",Prepare the glassware for the mediterranean vodka cocktail 111|Combine vodka with soda water and lemon juice|Add pineapple and mint and mix until balanced|Finish using a serving glass|Serve the mediterranean vodka cocktail 111 immediately
112,Indian Orange Juice Mocktail 112,Mocktail,Mocktail,Intermediate,18,31,Stove,"orange juice:38ml,honey:66g,rose syrup:111ml,cucumber:192g,strawberry:74g",Prepare the glassware for the indian orange juice mocktail 112|Combine orange juice with honey and rose syrup|Add cucumber and strawberry and mix until balanced|Finish using Stove|Serve the indian orange juice mocktail 112 immediately
113,Italian Espresso Coffee 113,Coffee,Coffee,Intermediate,13,27,Espresso Machine,"espresso:194ml,water:223ml,oat milk:223ml,ice:43g,cocoa:2g",Prepare the glassware for the italian espresso coffee 113|Combine espresso with water and oat milk|Add ice and cocoa and mix until balanced|Finish using Espresso Machine|Serve the italian espresso coffee 113 immediately
114,Indian Oolong Tea Tea 114,Tea,Tea,Intermediate,17,20,,"oolong tea:144ml,hot water:268ml,milk:250ml,orange peel:41g,cinnamon:3g",Prepare the glassware for the indian oolong tea tea 114|Combine oolong tea with hot water and milk|Add orange peel and cinnamon and mix until balanced|Finish using a serving glass|Serve the indian oolong tea tea 114 immediately
115,Mediterranean Milk Smoothie 115,Smoothie,Smoothie,Beginner,14,29,Blender,"milk:24ml,spinach:69g,mango:162g,honey:68g,mint:4g",Prepare the glassware for the mediterranean milk smoothie 115|Combine milk with spinach and mango|Add honey and mint and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 115 immediately
116,Tropical Gin Cocktail 116,Cocktail,Cocktail,Pro,13,17,,"gin:7g,lemon juice:206ml,lime juice:170ml,berry syrup:106ml,basil:2g",Prepare the glassware for the tropical gin cocktail 116|Combine gin with lemon juice and lime juice|Add berry syrup and basil and mix until balanced|Finish using a serving glass|Serve the tropical gin cocktail 116 immediately
117,Middle Eastern Apple Juice Mocktail 117,Mocktail,Mocktail,Beginner,18,21,Blender,"apple juice:135ml,rose syrup:290ml,ginger:16g,cucumber:67g,basil:12g",Prepare the glassware for the middle eastern apple juice mocktail 117|Combine apple juice with rose syrup and ginger|Add cucumber and basil and mix until balanced|Finish using Blender|Serve the middle eastern apple juice mocktail 117 immediately
118,Nordic Instant Coffee Coffee 118,Coffee,Coffee,Beginner,19,19,,"instant coffee:250ml,condensed milk:37ml,oat milk:218ml,cardamom:12g,ice:45g",Prepare the glassware for the nordic instant coffee coffee 118|Combine instant coffee with condensed milk and oat milk|Add cardamom and ice and mix until balanced|Finish using a serving glass|Serve the nordic instant coffee coffee 118 immediately
119,Chinese Black Tea Tea 119,Tea,Tea,Intermediate,18,25,,"black tea:212ml,hot water:225ml,honey:27g,cardamom:11g,ice:60g",Prepare the glassware for the chinese black tea tea 119|Combine black tea with hot water and honey|Add cardamom and ice and mix until balanced|Finish using a serving glass|Serve the chinese black tea tea 119 immediately
120,Tropical Coconut Water Smoothie 120,Smoothie,Smoothie,Beginner,20,25,Blender,"coconut water:215ml,berries:123g,banana:199g,peanut butter:51g,honey:57g",Prepare the glassware for the tropical coconut water smoothie 120|Combine coconut water with berries and banana|Add peanut butter and honey and mix until balanced|Finish using Blender|Serve the tropical coconut water smoothie 120 immediately
121,Mediterranean Gin Cocktail 121,Cocktail,Cocktail,Intermediate,11,16,"Blender,Stove","gin:26g,lime juice:88ml,ginger beer:18g,passion fruit:65g,cucumber:168g","Prepare the glassware for the mediterranean gin cocktail 121|Combine gin with lime juice and ginger beer|Add passion fruit and cucumber and mix until balanced|Finish using Blender, Stove|Serve the mediterranean gin cocktail 121 immediately"
